[ 2013-05-12T14:24:05+08:00 ] /Ibike/ | INFO: Tag[ app_begin ] --START--
[ 2013-05-12T14:24:05+08:00 ] /Ibike/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.019221s ]
[ 2013-05-12T14:24:05+08:00 ] /Ibike/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.019552s ]
[ 2013-05-12T14:24:06+08:00 ] /Ibike/ | SQL: SHOW COLUMNS FROM `think_shopcar` [ RunTime:0.086576s ]
[ 2013-05-12T14:24:06+08:00 ] /Ibike/ | SQL: DELETE FROM think_shopcar WHERE 1368339846-add_time>7200 AND state='临时'; [ RunTime:0.061644s ]
[ 2013-05-12T14:24:06+08:00 ] /Ibike/ | SQL: SHOW COLUMNS FROM `think_goods` [ RunTime:0.085863s ]
[ 2013-05-12T14:24:06+08:00 ] /Ibike/ | SQL: SELECT *FROM think_goods ORDER BY shelf_time ASC; [ RunTime:0.048924s ]
[ 2013-05-12T14:24:06+08:00 ] /Ibike/ | SQL: SELECT *FROM think_goods ORDER BY shelf_time DESC; [ RunTime:0.004011s ]
[ 2013-05-12T14:24:06+08:00 ] /Ibike/ | SQL: SHOW COLUMNS FROM `think_sale_goods` [ RunTime:0.067881s ]
[ 2013-05-12T14:24:06+08:00 ] /Ibike/ | NOTIC: [8] Use of undefined constant goods_num - assumed 'goods_num' DealAction.class.php 第 15 行.
[ 2013-05-12T14:24:06+08:00 ] /Ibike/ | SQL: SELECT *FROM think_sale_goods WHERE goods_num='515424C6F1A93'; [ RunTime:0.016673s ]
[ 2013-05-12T14:24:06+08:00 ] /Ibike/ | NOTIC: [8] Use of undefined constant goods_num - assumed 'goods_num' DealAction.class.php 第 15 行.
[ 2013-05-12T14:24:06+08:00 ] /Ibike/ | SQL: SELECT *FROM think_sale_goods WHERE goods_num='515425541304D'; [ RunTime:0.001469s ]
[ 2013-05-12T14:24:06+08:00 ] /Ibike/ | NOTIC: [8] Use of undefined constant goods_num - assumed 'goods_num' DealAction.class.php 第 15 行.
