[ 2012-09-16T15:47:54+08:00 ] /Ibike/ | INFO: Tag[ app_begin ] --START--
[ 2012-09-16T15:47:54+08:00 ] /Ibike/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001209s ]
[ 2012-09-16T15:47:54+08:00 ] /Ibike/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001355s ]
[ 2012-09-16T17:42:57+08:00 ] /Ibike/ | ERR: (ThinkException) Incorrect database name 'performance_schema '
[ 2012-09-16T17:45:19+08:00 ] /Ibike/ | INFO: Tag[ app_begin ] --START--
[ 2012-09-16T17:45:19+08:00 ] /Ibike/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001465s ]
[ 2012-09-16T17:45:19+08:00 ] /Ibike/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001603s ]
[ 2012-09-16T17:45:19+08:00 ] /Ibike/ | SQL: SHOW COLUMNS FROM `think_threads` [ RunTime:0.007026s ]
[ 2012-09-16T17:45:19+08:00 ] /Ibike/ | SQL: SELECT * FROM `think_threads`  [ RunTime:0.001043s ]
[ 2012-09-16T17:47:09+08:00 ] /Ibike/ | INFO: Tag[ app_begin ] --START--
[ 2012-09-16T17:47:09+08:00 ] /Ibike/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001434s ]
[ 2012-09-16T17:47:09+08:00 ] /Ibike/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001583s ]
[ 2012-09-16T17:47:09+08:00 ] /Ibike/ | SQL: SHOW COLUMNS FROM `think_db` [ RunTime:0.005815s ]
[ 2012-09-16T17:47:09+08:00 ] /Ibike/ | SQL: SELECT * FROM `think_db`  [ RunTime:0.000661s ]
[ 2012-09-16T17:47:11+08:00 ] /Ibike/ | INFO: Tag[ app_begin ] --START--
[ 2012-09-16T17:47:11+08:00 ] /Ibike/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001135s ]
[ 2012-09-16T17:47:11+08:00 ] /Ibike/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001481s ]
[ 2012-09-16T17:47:11+08:00 ] /Ibike/ | SQL: SHOW COLUMNS FROM `think_db` [ RunTime:0.006010s ]
[ 2012-09-16T17:47:11+08:00 ] /Ibike/ | SQL: SELECT * FROM `think_db`  [ RunTime:0.001262s ]
[ 2012-09-16T17:47:15+08:00 ] /Ibike/ | INFO: Tag[ app_begin ] --START--
