[ 2013-04-23T18:54:29+08:00 ] /Ibike/ | INFO: Tag[ app_begin ] --START--
[ 2013-04-23T18:54:29+08:00 ] /Ibike/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001059s ]
[ 2013-04-23T18:54:29+08:00 ] /Ibike/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001198s ]
[ 2013-04-23T18:54:29+08:00 ] /Ibike/ | SQL: SHOW COLUMNS FROM `think_shopcar` [ RunTime:0.019255s ]
[ 2013-04-23T18:54:29+08:00 ] /Ibike/ | SQL: DELETE FROM think_shopcar WHERE 1366714469-add_time>20 AND state='临时'; [ RunTime:0.000727s ]
[ 2013-04-23T18:54:29+08:00 ] /Ibike/ | SQL: SHOW COLUMNS FROM `think_goods` [ RunTime:0.006184s ]
[ 2013-04-23T18:54:29+08:00 ] /Ibike/ | SQL: SELECT *FROM think_goods ORDER BY shelf_time ASC; [ RunTime:0.002747s ]
[ 2013-04-23T18:54:29+08:00 ] /Ibike/ | SQL: SELECT *FROM think_goods ORDER BY shelf_time DESC; [ RunTime:0.002792s ]
[ 2013-04-23T18:54:29+08:00 ] /Ibike/ | SQL: SHOW COLUMNS FROM `think_sale_goods` [ RunTime:0.005738s ]
[ 2013-04-23T18:54:29+08:00 ] /Ibike/ | NOTIC: [8] Use of undefined constant goods_num - assumed 'goods_num' DealAction.class.php 第 15 行.
[ 2013-04-23T18:54:29+08:00 ] /Ibike/ | SQL: SELECT *FROM think_sale_goods WHERE goods_num='51542427CABFA'; [ RunTime:0.000828s ]
[ 2013-04-23T18:54:29+08:00 ] /Ibike/ | NOTIC: [8] Use of undefined constant goods_num - assumed 'goods_num' DealAction.class.php 第 15 行.
[ 2013-04-23T18:54:29+08:00 ] /Ibike/ | SQL: SELECT *FROM think_sale_goods WHERE goods_num='515424C6F1A93'; [ RunTime:0.000562s ]
[ 2013-04-23T18:54:29+08:00 ] /Ibike/ | NOTIC: [8] Use of undefined constant goods_num - assumed 'goods_num' DealAction.class.php 第 15 行.
[ 2013-04-23T18:54:29+08:00 ] /Ibike/ | SQL: SELECT *FROM think_sale_goods WHERE goods_num='515425541304D'; [ RunTime:0.000784s ]
[ 2013-04-23T18:54:29+08:00 ] /Ibike/ | NOTIC: [8] Use of undefined constant goods_num - assumed 'goods_num' DealAction.class.php 第 15 行.
[ 2013-04-23T18:54:29+08:00 ] /Ibike/ | SQL: SELECT *FROM think_sale_goods WHERE goods_num='515425D7343D3'; [ RunTime:0.000813s ]
[ 2013-04-23T18:54:29+08:00 ] /Ibike/ | NOTIC: [8] Use of undefined constant goods_num - assumed 'goods_num' DealAction.class.php 第 15 行.
