[ 2013-04-05T19:25:13+08:00 ] /Ibike/ | INFO: Tag[ app_begin ] --START--
[ 2013-04-05T19:25:13+08:00 ] /Ibike/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001801s ]
[ 2013-04-05T19:25:13+08:00 ] /Ibike/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001942s ]
[ 2013-04-05T19:25:14+08:00 ] /Ibike/ | SQL: SHOW COLUMNS FROM `think_shopcar` [ RunTime:0.005759s ]
[ 2013-04-05T19:25:14+08:00 ] /Ibike/ | SQL: DELETE FROM think_shopcar WHERE 1365161114-add_time>20 AND state='临时'; [ RunTime:0.000915s ]
[ 2013-04-05T19:25:14+08:00 ] /Ibike/ | SQL: SHOW COLUMNS FROM `think_goods` [ RunTime:0.006104s ]
[ 2013-04-05T19:25:14+08:00 ] /Ibike/ | SQL: SELECT *FROM think_goods ORDER BY shelf_time; [ RunTime:0.002147s ]
[ 2013-04-05T19:25:14+08:00 ] /Ibike/ | SQL: SHOW COLUMNS FROM `think_sale_goods` [ RunTime:0.005619s ]
[ 2013-04-05T19:25:14+08:00 ] /Ibike/ | NOTIC: [8] Use of undefined constant goods_num - assumed 'goods_num' DealAction.class.php 第 15 行.
[ 2013-04-05T19:25:14+08:00 ] /Ibike/ | SQL: SELECT *FROM think_sale_goods WHERE goods_num='51542427CABFA'; [ RunTime:0.001517s ]
[ 2013-04-05T19:25:14+08:00 ] /Ibike/ | NOTIC: [8] Use of undefined constant goods_num - assumed 'goods_num' DealAction.class.php 第 15 行.
[ 2013-04-05T19:25:14+08:00 ] /Ibike/ | SQL: SELECT *FROM think_sale_goods WHERE goods_num='515424C6F1A93'; [ RunTime:0.000917s ]
[ 2013-04-05T19:25:14+08:00 ] /Ibike/ | NOTIC: [8] Use of undefined constant goods_num - assumed 'goods_num' DealAction.class.php 第 15 行.
[ 2013-04-05T19:25:14+08:00 ] /Ibike/ | SQL: SELECT *FROM think_sale_goods WHERE goods_num='515425541304D'; [ RunTime:0.000816s ]
[ 2013-04-05T19:25:14+08:00 ] /Ibike/ | NOTIC: [8] Use of undefined constant goods_num - assumed 'goods_num' DealAction.class.php 第 15 行.
[ 2013-04-05T19:25:14+08:00 ] /Ibike/ | SQL: SELECT *FROM think_sale_goods WHERE goods_num='515425D7343D3'; [ RunTime:0.000530s ]
[ 2013-04-05T19:25:14+08:00 ] /Ibike/ | NOTIC: [8] Use of undefined constant goods_num - assumed 'goods_num' DealAction.class.php 第 15 行.
[ 2013-04-05T19:25:14+08:00 ] /Ibike/ | SQL: SELECT *FROM think_sale_goods WHERE goods_num='5154267E6B8A7'; [ RunTime:0.001349s ]
[ 2013-04-05T19:25:14+08:00 ] /Ibike/ | NOTIC: [8] Use of undefined constant goods_num - assumed 'goods_num' DealAction.class.php 第 15 行.
[ 2013-04-05T19:25:14+08:00 ] /Ibike/ | SQL: SELECT *FROM think_sale_goods WHERE goods_num='515426F99700C'; [ RunTime:0.000779s ]
[ 2013-04-05T19:25:14+08:00 ] /Ibike/ | NOTIC: [8] Use of undefined constant goods_num - assumed 'goods_num' DealAction.class.php 第 15 行.
[ 2013-04-05T19:25:14+08:00 ] /Ibike/ | SQL: SELECT *FROM think_sale_goods WHERE goods_num='5154274F61CA7'; [ RunTime:0.000499s ]
[ 2013-04-05T19:25:14+08:00 ] /Ibike/ | NOTIC: [8] Use of undefined constant goods_num - assumed 'goods_num' DealAction.class.php 第 15 行.
[ 2013-04-05T19:25:14+08:00 ] /Ibike/ | SQL: SELECT *FROM think_sale_goods WHERE goods_num='5156D0B9537DB'; [ RunTime:0.001095s ]
