[ 2013-03-24T13:44:08+08:00 ] /Ibike/ | INFO: Tag[ app_begin ] --START--
[ 2013-03-24T13:44:08+08:00 ] /Ibike/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.009992s ]
[ 2013-03-24T13:44:08+08:00 ] /Ibike/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.010151s ]
[ 2013-03-24T13:44:08+08:00 ] /Ibike/ | INFO: Tag[ view_template ] --START--
[ 2013-03-24T13:44:08+08:00 ] /Ibike/ | INFO: Run LocationTemplate Behavior [ RunTime:0.002630s ]
[ 2013-03-24T13:44:08+08:00 ] /Ibike/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.002748s ]
[ 2013-03-24T13:44:08+08:00 ] /Ibike/ | INFO: Tag[ view_parse ] --START--
[ 2013-03-24T13:44:08+08:00 ] /Ibike/ | NOTIC: [8] Undefined variable: list 7e4848229090366086cc7eeb3bfc0798.php 第 11 行.
[ 2013-03-24T13:44:08+08:00 ] /Ibike/ | NOTIC: [8] Undefined variable: page 7e4848229090366086cc7eeb3bfc0798.php 第 14 行.
[ 2013-03-24T13:44:08+08:00 ] /Ibike/ | INFO: Run ParseTemplate Behavior [ RunTime:0.113962s ]
[ 2013-03-24T13:44:08+08:00 ] /Ibike/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.114038s ]
[ 2013-03-24T13:44:08+08:00 ] /Ibike/ | INFO: Tag[ view_filter ] --START--
[ 2013-03-24T13:44:08+08:00 ] /Ibike/ | INFO: Run ContentReplace Behavior [ RunTime:0.001319s ]
[ 2013-03-24T13:44:08+08:00 ] /Ibike/ | INFO: Run TokenBuild Behavior [ RunTime:0.002332s ]
[ 2013-03-24T13:44:08+08:00 ] /Ibike/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001262s ]
[ 2013-03-24T13:44:08+08:00 ] /Ibike/ | INFO: Run ShowRuntime Behavior [ RunTime:0.001357s ]
[ 2013-03-24T13:44:08+08:00 ] /Ibike/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.008539s ]
[ 2013-03-24T13:44:08+08:00 ] /Ibike/ | INFO: Tag[ view_end ] --START--
[ 2013-03-24T13:44:08+08:00 ] /Ibike/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.001633s ]
[ 2013-03-24T13:44:08+08:00 ] /Ibike/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.001719s ]
[ 2013-03-24T13:44:26+08:00 ] /Ibike/index.php/Search/index | INFO: Tag[ route_check ] --START--
[ 2013-03-24T13:44:26+08:00 ] /Ibike/index.php/Search/index | INFO: Run CheckRoute Behavior [ RunTime:0.001682s ]
[ 2013-03-24T13:44:26+08:00 ] /Ibike/index.php/Search/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.001825s ]
[ 2013-03-24T13:44:26+08:00 ] /Ibike/index.php/Search/index | INFO: Tag[ app_begin ] --START--
[ 2013-03-24T13:44:26+08:00 ] /Ibike/index.php/Search/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001099s ]
[ 2013-03-24T13:44:26+08:00 ] /Ibike/index.php/Search/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001194s ]
[ 2013-03-24T13:44:27+08:00 ] /Ibike/index.php/Search/index | SQL: SHOW COLUMNS FROM `think_goods` [ RunTime:0.095110s ]
[ 2013-03-24T13:44:27+08:00 ] /Ibike/index.php/Search/index | NOTIC: [2048] Redefining already defined constructor for class PSCWS2 pscws2.class.php 第 144 行.
[ 2013-03-24T13:44:27+08:00 ] /Ibike/index.php/Search/index | NOTIC: [2048] Redefining already defined constructor for class PSCWS23_Dict dict.class.php 第 48 行.
[ 2013-03-24T13:44:27+08:00 ] /Ibike/index.php/Search/index | NOTIC: [2048] Redefining already defined constructor for class xdb_Dictionary dict.class.php 第 148 行.
[ 2013-03-24T13:44:27+08:00 ] /Ibike/index.php/Search/index | NOTIC: [2048] Redefining already defined constructor for class dba_Dictionary dict.class.php 第 201 行.
[ 2013-03-24T13:44:27+08:00 ] /Ibike/index.php/Search/index | NOTIC: [2048] Redefining already defined constructor for class sql_Dictionary dict.class.php 第 257 行.
[ 2013-03-24T13:44:27+08:00 ] /Ibike/index.php/Search/index | NOTIC: [2048] Redefining already defined constructor for class txt_Dictionary dict.class.php 第 315 行.
[ 2013-03-24T13:44:27+08:00 ] /Ibike/index.php/Search/index | NOTIC: [8] Undefined index: search SearchAction.class.php 第 37 行.
[ 2013-03-24T13:44:27+08:00 ] /Ibike/index.php/Search/index | NOTIC: [2048] Redefining already defined constructor for class XDB_R xdb_r.class.php 第 34 行.
[ 2013-03-24T13:44:27+08:00 ] /Ibike/index.php/Search/index | NOTIC: [8] Only variable references should be returned by reference pscws2.class.php 第 370 行.
[ 2013-03-24T13:44:27+08:00 ] /Ibike/index.php/Search/index | SQL: SELECT *FROM think_goods [ RunTime:0.001369s ]
[ 2013-03-24T13:44:27+08:00 ] /Ibike/index.php/Search/index | NOTIC: [8] Use of undefined constant r - assumed 'r' SearchAction.class.php 第 9 行.
[ 2013-03-24T13:44:27+08:00 ] /Ibike/index.php/Search/index | INFO: Tag[ view_template ] --START--
[ 2013-03-24T13:44:27+08:00 ] /Ibike/index.php/Search/index | INFO: Run LocationTemplate Behavior [ RunTime:0.001755s ]
[ 2013-03-24T13:44:27+08:00 ] /Ibike/index.php/Search/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.001850s ]
[ 2013-03-24T13:44:27+08:00 ] /Ibike/index.php/Search/index | INFO: Tag[ view_parse ] --START--
[ 2013-03-24T13:44:27+08:00 ] /Ibike/index.php/Search/index | INFO: Run ParseTemplate Behavior [ RunTime:0.025976s ]
[ 2013-03-24T13:44:27+08:00 ] /Ibike/index.php/Search/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.026082s ]
[ 2013-03-24T13:44:27+08:00 ] /Ibike/index.php/Search/index | INFO: Tag[ view_filter ] --START--
[ 2013-03-24T13:44:27+08:00 ] /Ibike/index.php/Search/index | INFO: Run ContentReplace Behavior [ RunTime:0.000846s ]
[ 2013-03-24T13:44:27+08:00 ] /Ibike/index.php/Search/index | INFO: Run TokenBuild Behavior [ RunTime:0.000882s ]
[ 2013-03-24T13:44:27+08:00 ] /Ibike/index.php/Search/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000709s ]
[ 2013-03-24T13:44:27+08:00 ] /Ibike/index.php/Search/index | INFO: Run ShowRuntime Behavior [ RunTime:0.000920s ]
[ 2013-03-24T13:44:27+08:00 ] /Ibike/index.php/Search/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003624s ]
[ 2013-03-24T13:44:27+08:00 ] /Ibike/index.php/Search/index | INFO: Tag[ view_end ] --START--
[ 2013-03-24T13:44:27+08:00 ] /Ibike/index.php/Search/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.000958s ]
[ 2013-03-24T13:44:27+08:00 ] /Ibike/index.php/Search/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.001042s ]
[ 2013-03-24T13:44:39+08:00 ] /Ibike/index.php/Search/index | INFO: Tag[ route_check ] --START--
[ 2013-03-24T13:44:39+08:00 ] /Ibike/index.php/Search/index | INFO: Run CheckRoute Behavior [ RunTime:0.001322s ]
[ 2013-03-24T13:44:39+08:00 ] /Ibike/index.php/Search/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.001471s ]
[ 2013-03-24T13:44:39+08:00 ] /Ibike/index.php/Search/index | INFO: Tag[ app_begin ] --START--
[ 2013-03-24T13:44:39+08:00 ] /Ibike/index.php/Search/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001099s ]
[ 2013-03-24T13:44:39+08:00 ] /Ibike/index.php/Search/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001191s ]
[ 2013-03-24T13:44:39+08:00 ] /Ibike/index.php/Search/index | SQL: SHOW COLUMNS FROM `think_goods` [ RunTime:0.005146s ]
[ 2013-03-24T13:44:39+08:00 ] /Ibike/index.php/Search/index | NOTIC: [2048] Redefining already defined constructor for class PSCWS2 pscws2.class.php 第 144 行.
[ 2013-03-24T13:44:39+08:00 ] /Ibike/index.php/Search/index | NOTIC: [2048] Redefining already defined constructor for class PSCWS23_Dict dict.class.php 第 48 行.
[ 2013-03-24T13:44:39+08:00 ] /Ibike/index.php/Search/index | NOTIC: [2048] Redefining already defined constructor for class xdb_Dictionary dict.class.php 第 148 行.
[ 2013-03-24T13:44:39+08:00 ] /Ibike/index.php/Search/index | NOTIC: [2048] Redefining already defined constructor for class dba_Dictionary dict.class.php 第 201 行.
[ 2013-03-24T13:44:39+08:00 ] /Ibike/index.php/Search/index | NOTIC: [2048] Redefining already defined constructor for class sql_Dictionary dict.class.php 第 257 行.
[ 2013-03-24T13:44:39+08:00 ] /Ibike/index.php/Search/index | NOTIC: [2048] Redefining already defined constructor for class txt_Dictionary dict.class.php 第 315 行.
[ 2013-03-24T13:44:39+08:00 ] /Ibike/index.php/Search/index | NOTIC: [2048] Redefining already defined constructor for class XDB_R xdb_r.class.php 第 34 行.
[ 2013-03-24T13:44:39+08:00 ] /Ibike/index.php/Search/index | NOTIC: [8] Only variable references should be returned by reference pscws2.class.php 第 370 行.
[ 2013-03-24T13:44:39+08:00 ] /Ibike/index.php/Search/index | SQL: SELECT *FROM think_goods [ RunTime:0.001921s ]
