[ 2013-03-28T17:51:48+08:00 ] /Ibike/ | INFO: Tag[ app_begin ] --START--
[ 2013-03-28T17:51:48+08:00 ] /Ibike/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.014500s ]
[ 2013-03-28T17:51:48+08:00 ] /Ibike/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.015010s ]
[ 2013-03-28T17:51:48+08:00 ] /Ibike/ | INFO: Tag[ view_template ] --START--
[ 2013-03-28T17:51:48+08:00 ] /Ibike/ | INFO: Run LocationTemplate Behavior [ RunTime:0.061929s ]
[ 2013-03-28T17:51:48+08:00 ] /Ibike/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.062047s ]
[ 2013-03-28T17:51:48+08:00 ] /Ibike/ | INFO: Tag[ view_parse ] --START--
[ 2013-03-28T17:51:48+08:00 ] /Ibike/ | NOTIC: [8] Undefined variable: list 7e4848229090366086cc7eeb3bfc0798.php 第 11 行.
[ 2013-03-28T17:51:48+08:00 ] /Ibike/ | NOTIC: [8] Undefined variable: page 7e4848229090366086cc7eeb3bfc0798.php 第 14 行.
[ 2013-03-28T17:51:48+08:00 ] /Ibike/ | INFO: Run ParseTemplate Behavior [ RunTime:0.268853s ]
[ 2013-03-28T17:51:48+08:00 ] /Ibike/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.268927s ]
[ 2013-03-28T17:51:48+08:00 ] /Ibike/ | INFO: Tag[ view_filter ] --START--
[ 2013-03-28T17:51:48+08:00 ] /Ibike/ | INFO: Run ContentReplace Behavior [ RunTime:0.001616s ]
[ 2013-03-28T17:51:48+08:00 ] /Ibike/ | INFO: Run TokenBuild Behavior [ RunTime:0.006875s ]
[ 2013-03-28T17:51:48+08:00 ] /Ibike/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001376s ]
[ 2013-03-28T17:51:48+08:00 ] /Ibike/ | INFO: Run ShowRuntime Behavior [ RunTime:0.001610s ]
[ 2013-03-28T17:51:48+08:00 ] /Ibike/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.011734s ]
[ 2013-03-28T17:51:48+08:00 ] /Ibike/ | INFO: Tag[ view_end ] --START--
[ 2013-03-28T17:51:48+08:00 ] /Ibike/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.005172s ]
[ 2013-03-28T17:51:48+08:00 ] /Ibike/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.005255s ]
[ 2013-03-28T19:25:04+08:00 ] /Ibike/ | INFO: Tag[ app_begin ] --START--
[ 2013-03-28T19:25:04+08:00 ] /Ibike/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.030754s ]
[ 2013-03-28T19:25:04+08:00 ] /Ibike/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.030929s ]
[ 2013-03-28T19:25:04+08:00 ] /Ibike/ | INFO: Tag[ view_template ] --START--
[ 2013-03-28T19:25:04+08:00 ] /Ibike/ | INFO: Run LocationTemplate Behavior [ RunTime:0.041552s ]
[ 2013-03-28T19:25:04+08:00 ] /Ibike/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.041664s ]
