[ 2013-04-03T11:50:11+08:00 ] /Ibike/ | INFO: Tag[ app_begin ] --START--
[ 2013-04-03T11:50:11+08:00 ] /Ibike/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.028180s ]
[ 2013-04-03T11:50:11+08:00 ] /Ibike/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.033170s ]
[ 2013-04-03T11:50:11+08:00 ] /Ibike/ | SQL: SHOW COLUMNS FROM `think_shopcar` [ RunTime:0.113656s ]
[ 2013-04-03T11:50:11+08:00 ] /Ibike/ | SQL: DELETE FROM think_shopcar WHERE 1364961011-add_time>20 AND state=0; [ RunTime:0.046929s ]
[ 2013-04-03T11:50:11+08:00 ] /Ibike/ | INFO: Tag[ view_template ] --START--
[ 2013-04-03T11:50:11+08:00 ] /Ibike/ | INFO: Run LocationTemplate Behavior [ RunTime:0.089920s ]
[ 2013-04-03T11:50:11+08:00 ] /Ibike/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.090303s ]
[ 2013-04-03T11:50:11+08:00 ] /Ibike/ | INFO: Tag[ view_parse ] --START--
[ 2013-04-03T11:50:12+08:00 ] /Ibike/ | INFO: Run ParseTemplate Behavior [ RunTime:0.199478s ]
[ 2013-04-03T11:50:12+08:00 ] /Ibike/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.199632s ]
[ 2013-04-03T11:50:12+08:00 ] /Ibike/ | INFO: Tag[ view_filter ] --START--
[ 2013-04-03T11:50:12+08:00 ] /Ibike/ | INFO: Run ContentReplace Behavior [ RunTime:0.016821s ]
[ 2013-04-03T11:50:12+08:00 ] /Ibike/ | INFO: Run TokenBuild Behavior [ RunTime:0.012061s ]
[ 2013-04-03T11:50:12+08:00 ] /Ibike/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.008907s ]
[ 2013-04-03T11:50:12+08:00 ] /Ibike/ | INFO: Run ShowRuntime Behavior [ RunTime:0.011355s ]
[ 2013-04-03T11:50:12+08:00 ] /Ibike/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.049435s ]
[ 2013-04-03T11:50:12+08:00 ] /Ibike/ | INFO: Tag[ view_end ] --START--
[ 2013-04-03T11:50:12+08:00 ] /Ibike/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.014638s ]
[ 2013-04-03T11:50:12+08:00 ] /Ibike/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.014725s ]
[ 2013-04-03T12:09:53+08:00 ] /Ibike/ | INFO: Tag[ app_begin ] --START--
[ 2013-04-03T12:09:53+08:00 ] /Ibike/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002046s ]
[ 2013-04-03T12:09:53+08:00 ] /Ibike/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002193s ]
[ 2013-04-03T12:09:53+08:00 ] /Ibike/ | SQL: SHOW COLUMNS FROM `think_shopcar` [ RunTime:0.020540s ]
[ 2013-04-03T12:09:53+08:00 ] /Ibike/ | SQL: DELETE FROM think_shopcar WHERE 1364962193-add_time>20 AND state=0; [ RunTime:0.001323s ]
[ 2013-04-03T12:09:53+08:00 ] /Ibike/ | INFO: Tag[ view_template ] --START--
[ 2013-04-03T12:09:53+08:00 ] /Ibike/ | INFO: Run LocationTemplate Behavior [ RunTime:0.002273s ]
[ 2013-04-03T12:09:53+08:00 ] /Ibike/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.002372s ]
[ 2013-04-03T12:09:53+08:00 ] /Ibike/ | INFO: Tag[ view_parse ] --START--
[ 2013-04-03T12:09:53+08:00 ] /Ibike/ | INFO: Run ParseTemplate Behavior [ RunTime:0.029886s ]
[ 2013-04-03T12:09:53+08:00 ] /Ibike/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.030036s ]
[ 2013-04-03T12:09:53+08:00 ] /Ibike/ | INFO: Tag[ view_filter ] --START--
[ 2013-04-03T12:09:53+08:00 ] /Ibike/ | INFO: Run ContentReplace Behavior [ RunTime:0.001494s ]
[ 2013-04-03T12:09:53+08:00 ] /Ibike/ | INFO: Run TokenBuild Behavior [ RunTime:0.001862s ]
[ 2013-04-03T12:09:53+08:00 ] /Ibike/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001120s ]
[ 2013-04-03T12:09:53+08:00 ] /Ibike/ | INFO: Run ShowRuntime Behavior [ RunTime:0.001342s ]
[ 2013-04-03T12:09:53+08:00 ] /Ibike/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.006102s ]
[ 2013-04-03T12:09:53+08:00 ] /Ibike/ | INFO: Tag[ view_end ] --START--
[ 2013-04-03T12:09:53+08:00 ] /Ibike/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.001769s ]
[ 2013-04-03T12:09:53+08:00 ] /Ibike/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.001858s ]
[ 2013-04-03T12:09:56+08:00 ] /Ibike/index.php/Login/index | INFO: Tag[ route_check ] --START--
[ 2013-04-03T12:09:56+08:00 ] /Ibike/index.php/Login/index | INFO: Run CheckRoute Behavior [ RunTime:0.022479s ]
[ 2013-04-03T12:09:56+08:00 ] /Ibike/index.php/Login/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.022624s ]
[ 2013-04-03T12:09:56+08:00 ] /Ibike/index.php/Login/index | INFO: Tag[ app_begin ] --START--
[ 2013-04-03T12:09:56+08:00 ] /Ibike/index.php/Login/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001117s ]
[ 2013-04-03T12:09:56+08:00 ] /Ibike/index.php/Login/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001248s ]
[ 2013-04-03T12:09:56+08:00 ] /Ibike/index.php/Login/index | INFO: Tag[ view_template ] --START--
[ 2013-04-03T12:09:56+08:00 ] /Ibike/index.php/Login/index | INFO: Run LocationTemplate Behavior [ RunTime:0.001594s ]
[ 2013-04-03T12:09:56+08:00 ] /Ibike/index.php/Login/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.001709s ]
[ 2013-04-03T12:09:56+08:00 ] /Ibike/index.php/Login/index | INFO: Tag[ view_parse ] --START--
[ 2013-04-03T12:09:56+08:00 ] /Ibike/index.php/Login/index | INFO: Run ParseTemplate Behavior [ RunTime:0.030614s ]
[ 2013-04-03T12:09:56+08:00 ] /Ibike/index.php/Login/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.030734s ]
[ 2013-04-03T12:09:56+08:00 ] /Ibike/index.php/Login/index | INFO: Tag[ view_filter ] --START--
[ 2013-04-03T12:09:56+08:00 ] /Ibike/index.php/Login/index | INFO: Run ContentReplace Behavior [ RunTime:0.001215s ]
[ 2013-04-03T12:09:56+08:00 ] /Ibike/index.php/Login/index | INFO: Run TokenBuild Behavior [ RunTime:0.001138s ]
[ 2013-04-03T12:09:56+08:00 ] /Ibike/index.php/Login/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000771s ]
