[ 2012-10-12T18:37:17+08:00 ] /Ibike/ | INFO: Tag[ app_begin ] --START--
[ 2012-10-12T18:37:17+08:00 ] /Ibike/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001313s ]
[ 2012-10-12T18:37:17+08:00 ] /Ibike/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.035116s ]
[ 2012-10-12T18:37:17+08:00 ] /Ibike/ | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.479269s ]
[ 2012-10-12T18:37:17+08:00 ] /Ibike/ | NOTIC: [8] Use of undefined constant “Page” - assumed '“Page”' IndexAction.class.php 第 7 行.
[ 2012-10-12T18:37:18+08:00 ] /Ibike/ | SQL: SELECT COUNT(*) AS tp_count FROM `think_user` LIMIT 1   [ RunTime:0.227314s ]
[ 2012-10-12T18:37:18+08:00 ] /Ibike/ | SQL: SELECT * FROM `think_user` LIMIT 0,5   [ RunTime:0.001198s ]
[ 2012-10-12T18:37:18+08:00 ] /Ibike/ | INFO: Tag[ view_template ] --START--
[ 2012-10-12T18:37:18+08:00 ] /Ibike/ | INFO: Run LocationTemplate Behavior [ RunTime:0.025467s ]
[ 2012-10-12T18:37:18+08:00 ] /Ibike/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.025564s ]
[ 2012-10-12T18:37:18+08:00 ] /Ibike/ | INFO: Tag[ view_parse ] --START--
[ 2012-10-12T18:37:18+08:00 ] /Ibike/ | INFO: Run ParseTemplate Behavior [ RunTime:0.138782s ]
[ 2012-10-12T18:37:18+08:00 ] /Ibike/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.138887s ]
[ 2012-10-12T18:37:18+08:00 ] /Ibike/ | INFO: Tag[ view_filter ] --START--
[ 2012-10-12T18:37:18+08:00 ] /Ibike/ | INFO: Run ContentReplace Behavior [ RunTime:0.000769s ]
[ 2012-10-12T18:37:18+08:00 ] /Ibike/ | INFO: Run TokenBuild Behavior [ RunTime:0.000819s ]
[ 2012-10-12T18:37:18+08:00 ] /Ibike/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000593s ]
[ 2012-10-12T18:37:18+08:00 ] /Ibike/ | INFO: Run ShowRuntime Behavior [ RunTime:0.000807s ]
[ 2012-10-12T18:37:18+08:00 ] /Ibike/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003220s ]
[ 2012-10-12T18:37:18+08:00 ] /Ibike/ | INFO: Tag[ view_end ] --START--
[ 2012-10-12T18:37:18+08:00 ] /Ibike/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.000848s ]
[ 2012-10-12T18:37:18+08:00 ] /Ibike/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.000925s ]
[ 2012-10-12T18:37:18+08:00 ] /Ibike/index.php/Public/verify | INFO: Tag[ route_check ] --START--
[ 2012-10-12T18:37:18+08:00 ] /Ibike/index.php/Public/verify | INFO: Run CheckRoute Behavior [ RunTime:0.001225s ]
[ 2012-10-12T18:37:18+08:00 ] /Ibike/index.php/Public/verify | INFO: Tag[ route_check ] --END-- [ RunTime:0.001345s ]
[ 2012-10-12T18:37:18+08:00 ] /Ibike/index.php/Public/verify | INFO: Tag[ app_begin ] --START--
[ 2012-10-12T18:37:18+08:00 ] /Ibike/index.php/Public/verify | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000850s ]
[ 2012-10-12T18:37:18+08:00 ] /Ibike/index.php/Public/verify | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000932s ]
[ 2012-10-12T18:37:19+08:00 ] /Ibike/index.php/Public/verify | NOTIC: [8] Use of undefined constant png - assumed 'png' PublicAction.class.php 第 15 行.
