[ 2013-03-30T11:31:15+08:00 ] /Ibike/ | INFO: Tag[ app_begin ] --START--
[ 2013-03-30T11:31:15+08:00 ] /Ibike/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.028952s ]
[ 2013-03-30T11:31:15+08:00 ] /Ibike/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.037810s ]
[ 2013-03-30T11:31:15+08:00 ] /Ibike/ | INFO: Tag[ view_template ] --START--
[ 2013-03-30T11:31:15+08:00 ] /Ibike/ | INFO: Run LocationTemplate Behavior [ RunTime:0.053783s ]
[ 2013-03-30T11:31:15+08:00 ] /Ibike/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.053976s ]
[ 2013-03-30T11:31:15+08:00 ] /Ibike/ | INFO: Tag[ view_parse ] --START--
[ 2013-03-30T11:31:15+08:00 ] /Ibike/ | INFO: Run ParseTemplate Behavior [ RunTime:0.192903s ]
[ 2013-03-30T11:31:15+08:00 ] /Ibike/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.193072s ]
[ 2013-03-30T11:31:15+08:00 ] /Ibike/ | INFO: Tag[ view_filter ] --START--
[ 2013-03-30T11:31:15+08:00 ] /Ibike/ | INFO: Run ContentReplace Behavior [ RunTime:0.009237s ]
[ 2013-03-30T11:31:15+08:00 ] /Ibike/ | INFO: Run TokenBuild Behavior [ RunTime:0.012867s ]
[ 2013-03-30T11:31:15+08:00 ] /Ibike/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.008072s ]
[ 2013-03-30T11:31:15+08:00 ] /Ibike/ | INFO: Run ShowRuntime Behavior [ RunTime:0.012182s ]
[ 2013-03-30T11:31:15+08:00 ] /Ibike/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.042710s ]
[ 2013-03-30T11:31:15+08:00 ] /Ibike/ | INFO: Tag[ view_end ] --START--
[ 2013-03-30T11:31:15+08:00 ] /Ibike/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.014490s ]
[ 2013-03-30T11:31:15+08:00 ] /Ibike/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.014604s ]
[ 2013-03-30T11:31:53+08:00 ] /Ibike/index.php/Search/index | INFO: Tag[ route_check ] --START--
[ 2013-03-30T11:31:53+08:00 ] /Ibike/index.php/Search/index | INFO: Run CheckRoute Behavior [ RunTime:0.016400s ]
[ 2013-03-30T11:31:53+08:00 ] /Ibike/index.php/Search/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.016546s ]
[ 2013-03-30T11:31:53+08:00 ] /Ibike/index.php/Search/index | INFO: Tag[ app_begin ] --START--
